z,a,symbol,ordering,"energy [keV]",halflife,spin,"magnetic dipole [nm]","electric quadrupole [b]",reference_standard,method,description,citation_01,doi_01,citation_02,doi_02,citation_03,doi_03,citation_04,doi_04,citation_05,doi_05
73,173,Ta,30,,,,,(-)1.9(2),"[181Ta 482.]",NO/S,"Static Nuclear Orientation with gamma detection",1983ED01,10.1016/0370-2693(83)90102-8,,,,,,,,
73,173,Ta,40,166,"225 ns",9/2-,+2.66(8),,,TDPAD,"Time Dependent Perturbed Angular Distribution",2006TH07,10.1103/PhysRevC.74.034329,,,,,,,,
73,173,Ta,50,1713,"~ 100 ns",21/2-,+6.51(16),,,TDPAD,"Time Dependent Perturbed Angular Distribution",2006TH07,10.1103/PhysRevC.74.034329,,,,,,,,
73,175,Ta,10,0,"10.5 h",7/2+,2.27(5),,[181Ta],NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1984OH07,10.1143/JPSJ.53.2479,,,,,,,,
73,175,Ta,20,,,,2.27(5),,[181Ta],NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1984ED01,10.1016/0375-9474(84)90374-9,,,,,,,,
73,175,Ta,40,,,,,(+)3.6(4),"[181Ta 482.]",NO/S,"Static Nuclear Orientation with gamma detection",1983ED01,10.1016/0370-2693(83)90102-8,,,,,,,,
73,177,Ta,10,0,"56.6 h",7/2+,2.25(5),,[181Ta],NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1984OH07,10.1143/JPSJ.53.2479,,,,,,,,
73,177,Ta,20,,,,2.25(5),,[181Ta],NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1984ED01,10.1016/0375-9474(84)90374-9,,,,,,,,
73,177,Ta,30,70,"70 ns",5/2+,+4.8(5),,,PPDAC,"Perturbed Polarization-Directional Angular Correlations",1976AO02,10.1016/0375-9474(76)90317-1,1974AO01,10.1016/0029-554X(74)90798-8,,,,,,
73,177,Ta,40,186,"3.62 &mu;s",5/2-,+2.05(13),,,TDPAC,"Time Dependent Perturbed Angular Correlation",1978BE67,,,,,,,,,
73,177,Ta,50,1355,"5.31 &mu;s",21/2-,+0.080(14),,,IPAD,"Integral Perturbed Angular Distribution",1982AO04,10.1016/0375-9474(82)90498-5,,,,,,,,
73,178,Ta,10,"0 + x.","9.3 m",1+,2.740(12),,"[181Ta 482.]",NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1987NI05,10.1143/JPSJ.56.492,,,,,,,,
73,178,Ta,20,,,,+2.8(2),,[181Ta],NO/S,"Static Nuclear Orientation with gamma detection",1978RU05,10.1007/BF01021826,,,,,,,,
73,178,Ta,40,,,,,+0.65(6),,NO/S,"Static Nuclear Orientation with gamma detection",1983HA49,10.1007/BF02159727,,,,,,,,
73,179,Ta,10,0,"1.82 y",7/2+,+2.289(9),,[181Ta],LRS,"Laser Resonance Spectroscopy",1996WA02,10.1103/PhysRevC.53.611,,,,,,,,
73,179,Ta,30,,,,,+3.37(4),[181Ta],LRS,"Laser Resonance Spectroscopy",1996WA02,10.1103/PhysRevC.53.611,,,,,,,,
73,180,Ta,10,75,"&gt;1.2&times;10<sup>15</sup> y",9-,+4.825(11),,,LRS,"Laser Resonance Spectroscopy",1994WA34,10.1103/PhysRevA.50.4639,,,,,,,,
73,180,Ta,20,,,,4.77(5),,[181Ta],ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1980BU09,10.1016/0370-2693(80)90304-4,,,,,,,,
73,180,Ta,40,,,,,+4.95(2),,LRS,"Laser Resonance Spectroscopy",1994WA34,10.1103/PhysRevA.50.4639,,,,,,,,
73,181,Ta,10,0,stable,7/2+,+2.3705(7),,,NMR,"Nuclear Magnetic Resonance",1973ER17,10.1063/1.1680576,1960BE23,10.1103/PhysRev.120.1812,,,,,,
73,181,Ta,20,,,,,"+3.17(2) a",,Pi-X,"Pionic X-ray Hyperfine Structure",1983OL03,10.1016/0375-9474(83)90623-1,,,,,,,,
73,181,Ta,30,,,,,"+3.28(6) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1981KO11,10.1016/0375-9474(81)90142-1,,,,,,,,
73,181,Ta,40,,,,,"+3.35(2) a",,Pi-X,"Pionic X-ray Hyperfine Structure",1981BA07,10.1016/0375-9474(81)90534-0,,,,,,,,
73,181,Ta,50,,,,,"+3.35(11) a",,Ka-X,"Kaonic X-ray Hyperfine Structure",1981BA07,10.1016/0375-9474(81)90534-0,,,,,,,,
73,181,Ta,60,,,,,"+3.30(6) a",,Pi-X,"Pionic X-ray Hyperfine Structure",1978BE31,10.1016/0375-9474(78)96138-9,,,,,,,,
73,181,Ta,70,,,,,"3.18(3) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1977PO02,10.1016/0375-9474(77)90093-8,,,,,,,,
73,181,Ta,80,,,,,"3.44(6) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1976MC03,10.1103/PhysRevC.13.1644,,,,,,,,
73,181,Ta,90,6,"6.05 &mu;s",9/2-,+5.28(9),,[181Ta],ME,"Mossbauer Effect",1970KA16,10.1016/0370-2693(70)90498-3,1968SA07,10.1103/PhysRevLett.21.961,,,,,,
73,181,Ta,100,,,,+5.47(2),,[181Ta],ME,"Mossbauer Effect",1978SA25,10.1007/BF01415196,,,,,,,,
73,181,Ta,110,,,,+5.3(2),,[181Ta],ME,"Mossbauer Effect",1978WE18,10.1007/BF01417720,,,,,,,,
73,181,Ta,130,,,,,+3.71(7),[181Ta],ME,"Mossbauer Effect",1983EI02,10.1016/0375-9601(83)90812-5,,,,,,,,
73,181,Ta,140,136,"40 ps",9/2+,+2.6(7),,[182Ta],IPAC,"Integral Perturbed Angular Correlation",1983AK02,,,,,,,,,
73,181,Ta,150,,,,1.22(18),,,IPAC,"Integral Perturbed Angular Correlation",1971KE19,10.1139/p71-319,,,,,,,,
73,181,Ta,190,,,,,+2.35(6),[181Ta],TDPAC,"Time Dependent Perturbed Angular Correlation",1983BU11,10.1016/0375-9474(83)90494-3,,,,,,,,
73,181,Ta,200,717,"3.0 ps",15/2+,+2(2),,,TF,"Transient Field integral perturbed angular correlation",1996HAZT,,,,,,,,,
73,181,Ta,210,965,"1.93 ps",17/2+,+4(2),,,TF,"Transient Field integral perturbed angular correlation",1996HAZT,,,,,,,,,
73,181,Ta,220,1239,1.12.ps,19/2+,+4(5),,,TF,"Transient Field integral perturbed angular correlation",1996HAZT,,,,,,,,,
73,182,Ta,10,0,"115 d",3-,3.02(3),,[183Ta],NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1980AL27,10.1007/BF01026871,,,,,,,,
73,182,Ta,20,,,,(+)3.02(6),,[181Ta],NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1980DE22,10.1007/BF01021529,,,,,,,,
73,182,Ta,30,,,,,+2.6(3),,NO/S,"Static Nuclear Orientation with gamma detection",1991FA12,10.1016/0375-9601(91)90374-H,,,,,,,,
73,183,Ta,10,0,"5.1 d",7/2+,(+)2.36(3),,[181Ta],NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1984ED01,10.1016/0375-9474(84)90374-9,1980AL27,10.1007/BF01026871,,,,,,
74,168,W,10,199,"213 ps",2+,+0.50(10),,,IMPAD,"Perturbed Angular Distribution after Ion Implantation",1986BI11,10.1016/0370-2693(86)91485-1,,,,,,,,
74,175,W,10,235,"216 ns",7/2+,-0.65(2),,,TDPAD,"Time Dependent Perturbed Angular Distribution",2000IO03,10.1016/S0370-2693(00)01245-4,,,,,,,,
74,176,W,10,3746,"41 ns",14+,+6.7(2),,,TDPAD,"Time Dependent Perturbed Angular Distribution",2000IO03,10.1016/S0370-2693(00)01245-4,,,,,,,,
74,176,W,20,,,,,6.0(8),"[calc efg]",TDPAD,"Time Dependent Perturbed Angular Distribution",2002IO01,10.1016/S0370-2693(02)02263-3,,,,,,,,
74,179,W,10,,,,,+3.9(10),"[calc efg]",LEMS,"Level Mixing Spectroscopy",2001BA04,10.1103/PhysRevLett.86.604,,,,,,,,
74,179,W,20,,,,,2.3<Q<8.0,,LEMS,"Level Mixing Spectroscopy",1999VY01,10.1088/0954-3899/25/4/032,,,,,,,,
74,179,W,30,,,,,<7,,LEMS,"Level Mixing Spectroscopy",1997NE04,10.1007/s002180050325,,,,,,,,
74,180,W,10,104,"1.28 ns",2+,0.51(3),,"[182W 100.]",ME,"Mossbauer Effect",1973ZI02,10.1007/BF01394541,,,,,,,,
74,180,W,20,,,,,-2.1(4),"[182W 100.]",ME,"Mossbauer Effect",1973ZI02,10.1007/BF01394541,1972HE01,10.1103/PhysRevC.5.219,,,,,,
74,182,W,10,100,"1.32 ns",2+,0.52(2),,"[184W 111]",ME,"Mossbauer Effect",1968PE06,10.1103/PhysRev.170.1066,,,,,,,,
74,182,W,20,,,,"+ 0.528(12)",,[183W],CEAD,"Integral Perturbed Angular Distribution after Coulomb Excitation",1972CA12,10.1139/p72-104,,,,,,,,
74,182,W,30,,,,,-2.1(4),,CER,"Coulomb excitation reorientation",1977RUZV,,,,,,,,,
74,182,W,40,329,"62 ps",4+,+0.9(2),,,IPAC,"Integral Perturbed Angular Correlation",1972BE94,,,,,,,,,
74,182,W,50,1289,"1.12 ns",2-,+1.7(2),,,IPAC,"Integral Perturbed Angular Correlation",1973SE14,10.1016/0375-9474(73)90445-4,,,,,,,,
74,182,W,60,1374,"78 ps",3-,1.0(3),,,IPAC,"Integral Perturbed Angular Correlation",1972HE10,10.1016/0375-9474(72)90075-9,,,,,,,,
74,182,W,70,,,,2.2(3),,"[182W 100.]",IPAC,"Integral Perturbed Angular Correlation",1973SE14,10.1016/0375-9474(73)90445-4,,,,,,,,
74,183,W,10,0,stable,1/2-,+0.11778476(9),,[2H],NMR,"Nuclear Magnetic Resonance",1974SA25,,,,,,,,,
74,183,W,20,47,"185 ps",3/2-,-0.1(1),,,ME,"Mossbauer Effect",1967AG02,10.1103/PhysRev.155.1342,,,,,,,,
74,183,W,30,,,,,-1.8(4),"[182W 100.]",ME,"Mossbauer Effect",1967AG02,10.1103/PhysRev.155.1342,,,,,,,,
74,183,W,50,,,,,-2.0(3),"[182W 100.]",ME,"Mossbauer Effect",1967AG02,10.1103/PhysRev.155.1342,1974GE17,10.1007/BF01680363,,,,,,
74,183,W,60,207,_,7/2-,0.4(2),,"[184W 111]",TF,"Transient Field integral perturbed angular correlation",1992LA02,10.1016/0375-9474(92)90390-6,,,,,,,,
74,183,W,70,309,_,9/2-,1.53(14),,"[184W 111]",TF,"Transient Field integral perturbed angular correlation",1992LA02,10.1016/0375-9474(92)90390-6,,,,,,,,
74,183,W,80,475,_,11/2-,1.1(2),,"[184W 111]",TF,"Transient Field integral perturbed angular correlation",1992LA02,10.1016/0375-9474(92)90390-6,,,,,,,,
74,183,W,90,551,_,9/2-,2.2(9),,"[184W 111]",TF,"Transient Field integral perturbed angular correlation",1992LA02,10.1016/0375-9474(92)90390-6,,,,,,,,
74,183,W,100,631,"10 ps",13/2-,2.6(3),,"[184W 111]",TF,"Transient Field integral perturbed angular correlation",1992LA02,10.1016/0375-9474(92)90390-6,,,,,,,,
74,183,W,110,1062,"3.0 ps",17/2-,2.6(7),,"[184W 111]",TF,"Transient Field integral perturbed angular correlation",1992LA02,10.1016/0375-9474(92)90390-6,,,,,,,,
74,184,W,10,111,"1.25 ns",2+,+0.578(14),,,IPAC,"Integral Perturbed Angular Correlation",1984AL06,10.1007/BF01415665,,,,,,,,
74,184,W,20,,,,+0.576(14),,,CEAD,"Integral Perturbed Angular Distribution after Coulomb Excitation",1972CA12,10.1139/p72-104,,,,,,,,
74,184,W,30,,,,,"-1.9(2) and other Q's",,CER,"Coulomb excitation reorientation",1977RUZV,,2013STZZ,,,,,,,
74,184,W,50,748,"5.8 ps",6+,+1.9(2),,"[184W 364.]",TF,"Transient Field integral perturbed angular correlation",1985ST18,10.1007/BF01411893,,,,,,,,
74,184,W,70,904,"1.80 ps",2+,+0.24(8),,"[184W 364.]",TF,"Transient Field integral perturbed angular correlation",1985ST18,10.1007/BF01411893,,,,,,,,
74,184,W,80,,,,,+0.1(4),,CER,"Coulomb excitation reorientation",1977OB02,10.1016/0375-9474(77)90334-7,2013STZZ,,,,,,,
74,184,W,90,1252,"1.49 ps",8+,+2.9(6),,"[184W 364.]",TF,"Transient Field integral perturbed angular correlation",1985ST18,10.1007/BF01411893,,,,,,,,
74,185,W,10,0,"75.1 d",3/2-,+0.543(14),,[187W],NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",2004OH16,10.1007/s10751-005-9111-6,,,,,,,,
74,186,W,10,123,"1.04 ns",2+,0.62(3),,,TF,"Transient Field integral perturbed angular correlation",1991ST04,10.1016/0375-9474(91)90098-Q,,,,,,,,
74,186,W,30,,,,,-1.6(3),,CER,"Coulomb excitation reorientation",1977RUZV,,2013STZZ,,,,,,,
74,186,W,40,396,"36 ps",4+,+1.28(10),,"[186W 123.]",TF,"Transient Field integral perturbed angular correlation",1985ST07,10.1007/BF01411869,,,,,,,,
74,186,W,50,,,,,-2.6(13),,CER,"Coulomb excitation reorientation",1970MCZQ,,2013STZZ,,,,,,,
74,186,W,60,737,"4.8 ps",2+,+0.39(8),,"[186W 123.]",TF,"Transient Field integral perturbed angular correlation",1985ST07,10.1007/BF01411869,,,,,,,,
74,186,W,70,,,,,1.3(3),,CER,"Coulomb excitation reorientation",1977OB02,10.1016/0375-9474(77)90334-7,,,,,,,,
74,186,W,80,,,,,+1.3(3),,CER,"Coulomb excitation reorientation",1977MC11,10.1016/0375-9474(77)90532-2,,,,,,,,
74,186,W,90,,,,,0.7(4),,CER,"Coulomb excitation reorientation",1970MCZQ,,,,,,,,,
74,186,W,100,809,"4.0 ps",6+,+1.9(4),,"[186W 123.]",TF,"Transient Field integral perturbed angular correlation",1985ST07,10.1007/BF01411869,,,,,,,,
74,187,W,10,0,"24.0 h",3/2-,0.621(15),,,NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1987OH10,10.1007/BF02395631,,,,,,,,
75,179,Re,10,0,"19.5 m",(5/2)+,2.8(4),,,NO/S,"Static Nuclear Orientation with gamma detection",1992BO39,10.1007/BF02398987,,,,,,,,
75,180,Re,10,0,"2.46 m",(1)-,1.6(2),,,NO/S,"Static Nuclear Orientation with gamma detection",1992BO39,10.1007/BF02398987,,,,,,,,
75,181,Re,10,0,"19.9 h",5/2+,3.19(7),,"[185,187Re]",NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1981HA22,10.1016/0375-9474(81)90255-4,,,,,,,,
75,181,Re,20,357,"88 ns",5/2-,+2.03(10),,,TDPAC,"Time Dependent Perturbed Angular Correlation",1978BE67,,,,,,,,,
75,182,Re,10,0,"64.2 h",7+,2.84(6),,"[185,187Re]",NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1981HA22,10.1016/0375-9474(81)90255-4,,,,,,,,
75,182,Re,20,,,,2.83(6),,"[185,187Re]",NO/S,"Static Nuclear Orientation with gamma detection",1980SP01,10.1103/PhysRevC.21.361,,,,,,,,
75,182,Re,30,,,,,+4.1(3),[187Re],NO/S,"Static Nuclear Orientation with gamma detection",1983HA49,10.1007/BF02159727,,,,,,,,
75,182,Re,40,"0 + x.","14.1 h",2+,3.26(10),,,NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1987OH10,10.1007/BF02395631,,,,,,,,
75,182,Re,50,,,,3.2(3),,"[185,187Re]",NO/S,"Static Nuclear Orientation with gamma detection",1980SP01,10.1103/PhysRevC.21.361,,,,,,,,
75,182,Re,70,236,"585 ns",2-,+2.15(8),,,TDPAC,"Time Dependent Perturbed Angular Correlation",1978BE67,,,,,,,,,
75,182,Re,80,2256,"82 ns",16-,+3.82(13),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1988JA02,10.1016/0370-2693(88)90004-4,,,,,,,,
75,183,Re,10,0,"70.0 d",5/2+,3.168(15),,[186Re],NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1987OH10,10.1007/BF02395631,,,,,,,,
75,183,Re,30,,,,,+2.3(2),[187Re],NO/S,"Static Nuclear Orientation with gamma detection",1983HA49,10.1007/BF02159727,,,,,,,,
