z,a,symbol,ordering,"energy [keV]",halflife,spin,"magnetic dipole [nm]","electric quadrupole [b]",reference_standard,method,description,citation_01,doi_01,citation_02,doi_02,citation_03,doi_03,citation_04,doi_04,citation_05,doi_05
62,147,Sm,10,0,"1.1&times;10<sup>11</sup> y",7/2-,-0.812(2),,"[147,149Sm]",LRFS,"Laser Resonance Fluorescence Spectroscopy",1990EN01,10.1088/0954-3899/16/1/014,,,,,,,,
62,147,Sm,20,,,,-0.8148(7),,,AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1966WO05,10.1098/rspa.1966.0162,,,,,,,,
62,147,Sm,30,,,,,-0.27(3),"[147,149Sm]",LRFS,"Laser Resonance Fluorescence Spectroscopy",1990EN01,10.1088/0954-3899/16/1/014,,,,,,,,
62,147,Sm,50,,,,,-0.26(3),,Mu-X,"Muonic X-ray Hyperfine Structure",2008PY02,"10.1080/00268970802018367 ",1981BA28,10.1016/0375-9474(81)90581-9,,,,,,
62,147,Sm,60,,,,,"Q(147)/Q(149) =-3.4601(6)",,AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1972CH55,10.1103/PhysRevA.6.2011,,,,,,,,
62,147,Sm,70,121,"0.78 ns",5/2-,-0.45(3),,[147Sm],ME,"Mossbauer Effect",1971PA04,10.1103//PhysRevC.3.841,,,,,,,,
62,147,Sm,80,,,,,-0.5(2),[147Sm],ME,"Mossbauer Effect",1971PA04,10.1103//PhysRevC.3.841,,,,,,,,
62,147,Sm,90,197,"1.35 ns",3/2-,-0.27(6),,,IPAC,"Integral Perturbed Angular Correlation",2013STZZ,,,,,,,,,
62,148,Sm,10,550,"7.3 ps",2+,+0.51(4),,"[150Sm 334.]",TF,"Transient Field integral perturbed angular correlation",1987BA65,10.1007/BF01290494,,,,,,,,
62,148,Sm,20,,,,+0.61(7),,"[152Sm 122.]",TF,"Transient Field integral perturbed angular correlation",1987BE08,10.1007/BF02394099,,,,,,,,
62,148,Sm,30,,,,,-1.0(3),,CER,"Coulomb excitation reorientation",1989RA17,"10.1016/0092-640X(89)90008-9 ",,,,,,,,
62,149,Sm,10,0,"&gt;2&times;10<sup>15</sup> y",7/2-,-0.6677(11),,"[147,149Sm]",LRFS,"Laser Resonance Fluorescence Spectroscopy",1990EN01,10.1088/0954-3899/16/1/014,,,,,,,,
62,149,Sm,20,,,,-0.6717(7),,[147Sm],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1966WO05,10.1098/rspa.1966.0162,,,,,,,,
62,149,Sm,30,,,,-0.6708(10),,[147Sm],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AL06,,1986AL33,,,,,,,
62,149,Sm,40,,,,,+0.078(8),"[147,149Sm]",LRFS,"Laser Resonance Fluorescence Spectroscopy",1990EN01,10.1088/0954-3899/16/1/014,,,,,,,,
62,149,Sm,60,,,,,+0.075(8),[147Sm],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1966WO05,10.1098/rspa.1966.0162,,,,,,,,
62,149,Sm,70,,,,,+0.07(2),[147Sm],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AL06,,1986AL33,,,,,,,
62,149,Sm,80,,,,,"-0.09(2) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1981BA28,"10.1016/0375-9474(81)90581-9 ",,,,,,,,
62,149,Sm,90,23,"7.6 ns",5/2-,-0.6238(8),,[149Sm],ME,"Mossbauer Effect",1970EIZY,,,,,,,,,
62,149,Sm,100,,,,,"+1.01(9) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1981BA28,"10.1016/0375-9474(81)90581-9 ",,,,,,,,
62,150,Sm,10,334,"49 ps",2+,+0.77(5),,"[152Sm 122.]",TF,"Transient Field integral perturbed angular correlation",1987BE08,10.1007/BF02394099,,,,,,,,
62,150,Sm,20,,,,+0.82(6),,"[152Sm 122.]",TF,"Transient Field integral perturbed angular correlation",1987BY02,10.1016/0375-9474(87)90449-0,,,,,,,,
62,150,Sm,30,,,,,-1.3(2),,CERP,"Precession of Coulomb Excitation Reorientation",1973GR06,10.1103/PhysRevLett.30.453,,,,,,,,
62,150,Sm,40,773,"6.6 ps",4+,+2.6(3),,"[150Sm 334.]",TF,"Transient Field integral perturbed angular correlation",1993VA10,10.1103/PhysRevC.48.2640,,,,,,,,
62,150,Sm,50,,,,+1.4(2),,"[152Sm 122.]",TF,"Transient Field integral perturbed angular correlation",1987BY02,10.1016/0375-9474(87)90449-0,,,,,,,,
62,150,Sm,60,1046,"0.73 ps",2+,+0.7(2),,"[152Sm 122.]",TF,"Transient Field integral perturbed angular correlation",1987BY02,10.1016/0375-9474(87)90449-0,,,,,,,,
62,150,Sm,70,1194,"1.27 ps",2+,+0.83(14),,"[152Sm 122.]",TF,"Transient Field integral perturbed angular correlation",1987BY02,10.1016/0375-9474(87)90449-0,,,,,,,,
62,150,Sm,80,1279,"(1.4 ps)",6+,+2.6(8),,"[150Sm 334.]",TF,"Transient Field integral perturbed angular correlation",1993VA10,10.1103/PhysRevC.48.2640,,,,,,,,
62,150,Sm,90,,,,+2.3(5),,"[152Sm 122.]",TF,"Transient Field integral perturbed angular correlation",1987BY02,10.1016/0375-9474(87)90449-0,,,,,,,,
62,151,Sm,10,0,"90 y",5/2-,-0.3611(13),,[147Sm],LRFS,"Laser Resonance Fluorescence Spectroscopy",1990EN01,10.1088/0954-3899/16/1/014,,,,,,,,
62,151,Sm,20,,,,-0.363(2),,[147Sm],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AL06,,1986AL33,,,,,,,
62,151,Sm,30,,,,0.368(3),,[147Sm],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985DY01,10.1103/PhysRevC.31.240,,,,,,,,
62,151,Sm,40,,,,-0.3630(5),,[147Sm],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1981DO07,10.1007/BF01414269,,,,,,,,
62,151,Sm,50,,,,,+0.71(7),[147Sm],LRFS,"Laser Resonance Fluorescence Spectroscopy",1990EN01,10.1088/0954-3899/16/1/014,,,,,,,,
62,151,Sm,60,,,,,+0.65(15),[147Sm],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AL06,,1986AL33,,,,,,,
62,151,Sm,70,,,,,0.67(7),[147Sm],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985DY01,10.1103/PhysRevC.31.240,,,,,,,,
62,151,Sm,80,,,,,+0.67(7),[147Sm],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1981DO07,10.1007/BF01414269,,,,,,,,
62,151,Sm,90,92,"77 ns",9/2+,-0.95(5),,,TDPAC,"Time Dependent Perturbed Angular Correlation",1974DR03,10.1016/0375-9474(74)90286-3,,,,,,,,
62,151,Sm,100,105,"0.48 ns",3/2-,+0.31(11),,,IPAC,"Integral Perturbed Angular Correlation",1971BE23,,,,,,,,,
62,152,Sm,10,122,"1.40 ns",2+,+0.80(6),,,IPAC,"Integral Perturbed Angular Correlation",1992DE29,10.1139/p92-043,,,,,,,,
62,152,Sm,20,,,,+0.84(5),,[149Sm],ME,"Mossbauer Effect",1967AT04,10.1016/0370-2693(67)90553-9,,,,,,,,
62,152,Sm,30,,,,,"-1.666(16) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1979PO05,,,,,,,,,
62,152,Sm,40,,,,,"-1.702(17) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1978YA11,10.1103/PhysRevC.18.1474,,,,,,,,
62,152,Sm,50,366,"56.6 ps",4+,+1.7(2),,"[152Sm 122.]",TF,"Transient Field integral perturbed angular correlation",1987BY02,10.1016/0375-9474(87)90449-0,,,,,,,,
62,152,Sm,60,,,,+1.22(15),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1972KU10,10.1016/0375-9474(72)90981-5,,,,,,,,
62,152,Sm,70,707,"10.1 ps",6+,+2.4(3),,"[152Sm 122.]",TF,"Transient Field integral perturbed angular correlation",1987BY02,10.1016/0375-9474(87)90449-0,,,,,,,,
62,152,Sm,80,810,"7.2 ps",2+,+0.8(2),,"[152Sm 122.]",TF,"Transient Field integral perturbed angular correlation",1987BY02,10.1016/0375-9474(87)90449-0,,,,,,,,
62,152,Sm,90,1086,"0.85 ps",2+,+0.8(2),,"[152Sm 122.]",TF,"Transient Field integral perturbed angular correlation",1987BY02,10.1016/0375-9474(87)90449-0,,,,,,,,
62,152,Sm,100,1125,"3.3 ps",8+,+2.8(5),,"[152Sm 122.]",TF,"Transient Field integral perturbed angular correlation",1987BY02,10.1016/0375-9474(87)90449-0,,,,,,,,
62,152,Sm,110,1609,"1.38 ps",10+,+4(2),,"[152Sm 122.]",TF,"Transient Field integral perturbed angular correlation",1987BY02,10.1016/0375-9474(87)90449-0,,,,,,,,
62,152,Sm,120,"gs band",,&lt;10+,"g(0) = +0.38(3)",,,TF,"Transient Field integral perturbed angular correlation",1982AN10,10.1016/0375-9474(82)90088-4,,,,,,,,
62,153,Sm,10,0,"46.8 h",3/2+,-0.021(3),,"[147,149Sm]",LRFS,"Laser Resonance Fluorescence Spectroscopy",1990EN01,10.1088/0954-3899/16/1/014,,,,,,,,
62,153,Sm,20,,,,-0.0257(14),,[147Sm],ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1984EA02,10.1088/0305-4616/10/12/002,,,,,,,,
62,153,Sm,30,,,,-0.0216(1),,,AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1976FU06,10.1063/1.555544,,,,,,,,
62,153,Sm,40,,,,,+1.30(12),"[147,149Sm]",LRFS,"Laser Resonance Fluorescence Spectroscopy",1990EN01,10.1088/0954-3899/16/1/014,,,,,,,,
62,153,Sm,50,,,,,+1.26(13),[147Sm],ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1984EA02,10.1088/0305-4616/10/12/002,,,,,,,,
62,154,Sm,10,82,"3.01 ns",2+,+0.78(4),,[149Sm],ME,"Mossbauer Effect",1969WH04,10.1103/PhysRev.186.1280,,,,,,,,
62,154,Sm,20,,,,,"-1.87(4) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1979PO05,,,,,,,,,
62,154,Sm,30,267,"165 ps",4+,+1.35(15),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1972KU10,10.1016/0375-9474(72)90981-5,,,,,,,,
62,154,Sm,40,544,"23,4",6+,+1.9(3),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1972KU10,10.1016/0375-9474(72)90981-5,,,,,,,,
62,154,Sm,50,"gs band",,&lt;10+,"g(0) = +0.39(3)",,,TF,"Transient Field integral perturbed angular correlation",1982AN10,10.1016/0375-9474(82)90088-4,,,,,,,,
62,155,Sm,10,0,"22.4 m",3/2-,,1.13(13),[153Sm],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1976FU06,10.1063/1.555544,,,,,,,,
63,138,Eu,10,0,"12.1 s",(6-),5.3(7),,[142Eu],NO/S,"Static Nuclear Orientation with gamma detection",1992SI22,10.1007/BF02399004,,,,,,,,
63,139,Eu,10,0,17.9s,(11/2-),6.1(8),,[142Eu],NO/S,"Static Nuclear Orientation with gamma detection",1992SI22,10.1007/BF02399004,,,,,,,,
63,140,Eu,10,"0 + x.","1.54 s",1(+),+1.365(13),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,140,Eu,20,,,,,+0.31(4),[153Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,141,Eu,10,0,"40 s",5/2+,+3.494(8),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,141,Eu,20,,,,,+0.85(4),[153Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,142,Eu,10,0,"2.4 s",1+,+1.54(2),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,142,Eu,20,,,,,+0.12(5),[153Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,142,Eu,30,180,"73 s",8-,+2.978(11),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,142,Eu,40,,,,,+1.41(6),[153Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,142,Eu,50,"282 + x.","6.2 ns",8+,(+)4.1(2),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1993BI13,10.1007/BF01306076,,,,,,,,
63,143,Eu,10,0,"2.6 m",5/2+,+3.673(8),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,143,Eu,20,,,,,+0.51(3),[153Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,144,Eu,10,0,"10 s",1+,+1.893(13),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,144,Eu,20,,,,,+0.10(3),[153Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,145,Eu,10,0,"5.93 d",5/2+,+3.999(3),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1993HUZU,,,,,,,,,
63,145,Eu,20,,,,+3.993(7),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,145,Eu,30,,,,3.2(5),,,NO/S,"Static Nuclear Orientation with gamma detection",1983KR18,10.1007/BF02159711,,,,,,,,
63,145,Eu,40,,,,,"Q/Q(<sup>153</sup>Eu) = 0.1168(9)",[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1993HUZU,,,,,,,,,
63,145,Eu,50,,,,,+0.29(2),[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,145,Eu,60,716,"490 ns",11/2-,+7.46(4),,"[19F 197.]",TDPAD,"Time Dependent Perturbed Angular Distribution",1980KL07,10.1016/0375-9474(80)90388-7,,,,,,,,
63,146,Eu,10,0,"4.59 d",4-,+1.421(8),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1993HUZU,,,,,,,,,
63,146,Eu,20,,,,+1.425(11),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,146,Eu,30,,,,1.3(2),,,NO/S,"Static Nuclear Orientation with gamma detection",1985VA21,10.1016/0378-4363(85)90407-3,,,,,,,,
63,146,Eu,40,,,,1.7(3),,,NO/S,"Static Nuclear Orientation with gamma detection",1983KR18,10.1007/BF02159711,,,,,,,,
63,146,Eu,50,,,,,"Q/Q(<sup>153</sup>Eu) = -0.074(2)",[153Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1993HUZU,,,,,,,,,
63,146,Eu,60,,,,,-0.18(6),[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,147,Eu,10,0,"24.1 d",5/2+,+3.736(6),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1993HUZU,,,,,,,,,
63,147,Eu,20,,,,+3.725(7),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1986AL33,,,,,,,,,
63,147,Eu,30,,,,+3.724(8),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,147,Eu,40,,,,4.0(9),,,NO/S,"Static Nuclear Orientation with gamma detection",1985VA21,10.1016/0378-4363(85)90407-3,,,,,,,,
63,147,Eu,50,,,,3.1(4),,,NO/S,"Static Nuclear Orientation with gamma detection",1983KR18,10.1007/BF02159711,,,,,,,,
63,147,Eu,60,,,,3.7(5),,,NO/S,"Static Nuclear Orientation with gamma detection",1979ER13,,,,,,,,,
63,147,Eu,70,,,,,"Q/Q(<sup>153</sup>Eu) = 0.218(2)",[153Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1993HUZU,,,,,,,,,
63,147,Eu,80,,,,,+0.49(3),[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1986AL33,,,,,,,,,
63,147,Eu,90,,,,,+0.55(3),[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,147,Eu,100,635,"765 ns",11/2-,+7.05(3),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1980BA67,10.1016/0375-9601(80)90721-5,,,,,,,,
63,147,Eu,110,,,,+7.04(6),,"[19F 197.]",TDPAD,"Time Dependent Perturbed Angular Distribution",1980KL07,10.1016/0375-9474(80)90388-7,,,,,,,,
63,148,Eu,10,0,"54.5 d",5-,+2.340(10),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,148,Eu,20,,,,2.2(4),,,NO/S,"Static Nuclear Orientation with gamma detection",1985VA21,10.1016/0378-4363(85)90407-3,,,,,,,,
63,148,Eu,30,,,,2.1(3),,,NO/S,"Static Nuclear Orientation with gamma detection",1983KR18,10.1007/BF02159711,,,,,,,,
63,148,Eu,40,,,,,+0.35(6),[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,148,Eu,50,720,"235 ns",9+,+6.12(5),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1980BA67,10.1016/0375-9601(80)90721-5,,,,,,,,
63,149,Eu,10,0,"93.1 d",5/2+,+3.576(10),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1986AL33,,,,,,,,,
63,149,Eu,20,,,,+3.565(6),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,149,Eu,30,,,,,+0.70(8),[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1986AL33,,,,,,,,,
63,149,Eu,40,,,,,+0.75(2),[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,149,Eu,50,496,"2.45 &mu;s ",11/2-,+7.0(3),,"[19F 197.]",TDPAD,"Time Dependent Perturbed Angular Distribution",1980KL07,10.1016/0375-9474(80)90388-7,,,,,,,,
63,150,Eu,10,0,"35.8 y",5(-),+2.708(11),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,150,Eu,20,,,,,+1.13(5),[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,151,Eu,10,0,stable,5/2+,+3.4717(6),,,AB/D,"Atomic Beam Magnetic Resonance (direct moment measurement)",1965EV08,10.1098/rspa.1965.0253,,,,,,,,
63,151,Eu,20,,,,,"Q/Q(<sup>153</sup>Eu) = 0.3918(2)",[153Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1993HUZU,,,,,,,,,
63,151,Eu,30,,,,,"Q/Q(<sup>153</sup>Eu) = 0.39191(12)",[153Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1993MO04,10.1103/PhysRevLett.70.541,,,,,,,,
63,151,Eu,40,,,,,Q/Q(<sup>153</sup>Eu)=0.393(9),[153Eu],O,"Optical Spectroscopy",1965WI09,10.1016/0031-9163(65)90165-4,,,,,,,,
63,151,Eu,50,,,,,"0.83 e,st",,ABLDF,"Atomic Beam with Laser Double Resonance Detection",1987SE12,10.1103/PhysRevA.36.1983,,,,,,,,
63,151,Eu,60,,,,,+0.95(3),[153Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,151,Eu,80,,,,,1.53(5),,ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1981BR17,10.1007/BF01414259,,,,,,,,
63,151,Eu,90,,,,,1.32(13),,CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1981AR25,10.1088/0031-8949/24/4/011,,,,,,,,
63,151,Eu,100,22,"9.5 ns",7/2+,+2.591(2),,[151Eu],ME,"Mossbauer Effect",1972CR09,10.1007/BF01400487,,,,,,,,
63,151,Eu,110,,,,,"1.28(2) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1984TA05,10.1103/PhysRevC.29.1897,,,,,,,,
63,152,Eu,10,0,"13.54 y",3-,-1.9401(8),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1993HUZU,,,,,,,,,
63,152,Eu,20,,,,-1.950(12),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1986AL33,,,,,,,,,
63,152,Eu,30,,,,-1.96(6),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,152,Eu,60,,,,,"Q/Q(<sup>153</sup>Eu) = 1.1822(5)",[153Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1993HUZU,,,,,,,,,
63,152,Eu,70,,,,,+2.72(3),[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1986AL33,,,,,,,,,
63,152,Eu,80,,,,,+2.5(2),[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,153,Eu,10,0,stable,5/2+,+1.5324(3),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1993HUZU,,,,,,,,,
63,153,Eu,20,,,,+1.56(4),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1986AL33,,,,,,,,,
63,153,Eu,30,,,,+1.538(13),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1985AH02,10.1007/BF01411941,,,,,,,,
63,153,Eu,40,,,,+1.5330(8),,,AB/D,"Atomic Beam Magnetic Resonance (direct moment measurement)",1965EV08,10.1098/rspa.1965.0253,,,,,,,,
63,153,Eu,50,,,,,"2.22 e,st",,ABLDF,"Atomic Beam with Laser Double Resonance Detection",1987SE12,10.1103/PhysRevA.36.1983,,,,,,,,
63,153,Eu,60,,,,,+2.28(9),[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1986AL33,,,,,,,,,
63,153,Eu,80,,,,,3.92(12),,ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1981BR17,10.1007/BF01414259,,,,,,,,
63,153,Eu,90,,,,,3.6(4),,CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1981AR25,10.1088/0031-8949/24/4/011,,,,,,,,
63,153,Eu,100,83,"0.80 ns",7/2+,+1.81(6),,[153Eu],ME,"Mossbauer Effect",1969RI02,10.1007/F01458404,,,,,,,,
63,153,Eu,110,,,,,"0.44(2) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1984TA04,10.1103/PhysRevC.29.1830,,,,,,,,
63,153,Eu,120,97,"180 ps",5/2-,"+3.2(2) or -0.5(2)",,[153Eu],ME,"Mossbauer Effect",1966AT01,10.1103/PhysRev.145.915,,,,,,,,
63,153,Eu,140,,,,,1.253(12),[153Eu],ME,"Mossbauer Effect",1973AR19,10.1016/0375-9601(73)90920-1,,,,,,,,
63,154,Eu,10,0,"8.6 y",3-,-2.005(6),,[153Eu],EPR,"Electron Paramagnetic Resonance",1957AB05,10.1103/PhysRev.108.58,,,,,,,,
63,154,Eu,20,,,,-2.02(5),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1986AL33,,,,,,,,,
63,154,Eu,30,,,,,+2.85(10),[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1986AL33,,,,,,,,,
63,155,Eu,10,0,"4.68 y",5/2+,+1.520(2),,[153Eu],ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",2000GA35,10.1007/s100530070061,,,,,,,,
63,155,Eu,20,,,,+1.52(2),,"[151,153Eu]",CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL34,10.1007/BF01289691,,,,,,,,
63,155,Eu,30,,,,1.519(10),,[153Eu],ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1986AL33,,,,,,,,,
63,155,Eu,40,,,,+1.56(10),,[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL34,10.1007/BF01289691,,,,,,,,
63,155,Eu,50,,,,,+2.49(2),[153Eu],ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",2000GA35,10.1007/s100530070061,,,,,,,,
63,155,Eu,60,,,,,2.51(6),[153Eu],ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1999GA36,,,,,,,,,
63,155,Eu,70,,,,,+2.5(3),"[151,153Eu]",CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL34,10.1007/BF01289691,,,,,,,,
63,155,Eu,80,,,,,+2.3(2),[151Eu],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1986AL33,,,,,,,,,
63,155,Eu,90,104,"0.104 ns",5/2-,+9.6(10),,,IPAC,"Integral Perturbed Angular Correlation",1971BE23,,,,,,,,,
63,157,Eu,10,0,"15.2 h",5/2+,+1.50(2),,"[151,153Eu]",CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL34,10.1007/BF01289691,,,,,,,,
63,157,Eu,20,,,,,+2.6(3),"[151,153Eu]",CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL34,10.1007/BF01289691,,,,,,,,
63,158,Eu,10,0,"45.9 m",1(-),+1.44(2),,"[151,153Eu]",CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL34,10.1007/BF01289691,,,,,,,,
63,158,Eu,20,,,,,+0.66(14),"[151,153Eu]",CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL34,10.1007/BF01289691,,,,,,,,
63,159,Eu,10,0,"18.1 m",5/2+,+1.38(2),,"[151,153Eu]",CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL34,10.1007/BF01289691,,,,,,,,
63,159,Eu,20,,,,,+2.7(3),"[151,153Eu]",CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL34,10.1007/BF01289691,,,,,,,,
